year,year_approval_count,drug_name,active_ingredient,approval_date,approved_use,drug_link,press_release,drug_trials_snapshot
2012,18,Zaltrap,ziv-aflibercept,2012-08-03,"For use in combination with a FOLFIRI (folinic acid, fluorouracil and irinotecan) chemotherapy regimen to treat adults with colorectal cancer. Press Release",https://wayback.archive-it.org/7993/20161022052138/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=125418&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052138/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm314372.htm,
2012,19,Stribild,"elvitegravir, cobicistat, emtricitabine, tenofovir disoproxil fumarate",2012-08-27,A once-a-day combination pill to treat HIV-1 infection in adults who have never been treated for HIV infection.Press Release,https://wayback.archive-it.org/7993/20161022052138/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=203100&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052138/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm317004.htm,
2012,20,Neutroval,tbo-filgrastim,2012-08-29,"To reduce the time certain patients receiving cancer chemotherapy experience severe neutropenia, a decrease in infection-fighting white blood cells called neutrophils.Press Release",https://wayback.archive-it.org/7993/20161022052138/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=125294&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052138/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm317392.htm,
2012,21,Linzess,linaclotide,2012-08-30,To treat chronic idiopathic constipation and to treat irritable bowel syndrome with constipation (IBS-C) in adults. Press Release,,https://wayback.archive-it.org//7993/20161022052138/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm317505.htm,
2012,22,Xtandi,enzalutamide,2012-08-31,"To treat men with late-stage (metastatic) castration-resistant prostate cancer that has spread or recurred, even with medical or surgical therapy to minimize testosterone.Press Release",https://wayback.archive-it.org/7993/20161022052138/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=203415&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052138/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm317838.htm,
2012,23,Bosulif,bosutinib,2012-09-04,"To treat chronic myelogenous leukemia (CML), a blood and bone marrow disease that usually affects older adults.Press Release",https://wayback.archive-it.org/7993/20161022052138/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=203341&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052138/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm318160.htm,
2012,24,Aubagio,teriflunomide,2012-09-12,For the treatment of adults with relapsing forms of multiple sclerosis (MS).Press Release,https://wayback.archive-it.org/7993/20161022052138/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=202992&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052138/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm319277.htm,
2012,25,Choline C 11 Injection,Choline C 11 Injection,2012-09-12,A Positron Emission Tomography (PET) imaging agent used to help detect recurrent prostate cancer.Press Release,https://wayback.archive-it.org/7993/20161022052138/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=203155&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052138/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm319201.htm,
2012,26,Stivarga,regorafenib,2012-09-27,To treat patients with colorectal cancer that has progressed after treatment and spread to other parts of the body (metastatic).Press Release,https://wayback.archive-it.org/7993/20161022052138/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=203085&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052138/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm321271.htm,
2012,27,Jetrea,ocriplasmin,2012-10-17,To treat an eye condition called symptomatic vitreomacular adhesion (VMA).Press Release,https://wayback.archive-it.org/7993/20161022052138/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=125422&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052138/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm324369.htm,
2012,28,Fycompa,perampanel,2012-10-22,To treat partial onset seizures in patients with epilepsy ages 12 years and older.Press Release,https://wayback.archive-it.org/7993/20161022052138/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=202834&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052138/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm325038.htm,
2012,29,Synribo,omacetaxine mepesuccinate,2012-10-26,"To treat adults with chronic myelogenous leukemia (CML), a blood and bone marrow disease.Press Release",https://wayback.archive-it.org/7993/20161022052138/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=203585&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052138/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm325895.htm,
2012,30,Xeljanz,tofacitinib,2012-11-06,"To treat adults with moderately to severely active rheumatoid arthritis (RA) who have had an inadequate response to, or who are intolerant of, methotrexate.Press Release",https://wayback.archive-it.org/7993/20161022052138/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=203214&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052138/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm327152.htm,
2012,31,Cometriq,cabozantinib,2012-11-29,To treat medullary thyroid cancer that has spread to other parts of the body (metastasized).Press Release,https://wayback.archive-it.org/7993/20161022052138/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=203756&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052138/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm330143.htm,
2012,32,Iclusig,ponatinib,2012-12-14,"To treat adults with chronic myeloid leukemia (CML) and Philadelphia chromosome positive acute lymphoblastic leukemia (Ph+ ALL), two rare blood and bone marrow diseases.Press Release",https://wayback.archive-it.org/7993/20161022052138/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=203469&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052138/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm332252.htm,
2012,33,raxibacumab,raxibacumab,2012-12-14,"To treat inhalational anthrax, a form of the infectious disease caused by breathing in the spores of the bacterium Bacillus anthracis. Press Release",https://wayback.archive-it.org/7993/20161022052138/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=125349&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052138/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm332341.htm,
2012,34,Signifor,pasereotide,2012-12-14,To treat Cushing’s disease patients who cannot be helped through surgeryPress Release,https://wayback.archive-it.org/7993/20161022052138/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=200677&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052138/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm332351.htm,
2012,35,Gattex,teduglutide,2012-12-21,To treat adults with short bowel syndrome (SBS) who need additional nutrition from intravenous feeding (parenteral nutrition).Press Release,https://wayback.archive-it.org/7993/20161022052138/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=203441&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052138/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm333171.htm,
2012,36,Juxtapid,lomitapide,2012-12-21,"To reduce low-density lipoprotein (LDL) cholesterol, total cholesterol, apolipoprotein B, and non-high-density lipoprotein (non-HDL) cholesterol in patients with homozygous familial hypercholesterolemia (HoFH). Press Release",https://wayback.archive-it.org/7993/20161022052138/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=203858&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052138/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm333285.htm,
2012,37,Eliquis,apixaban,2012-12-28,To reduce the risk of stroke and dangerous blood clots (systemic embolism) in patients with atrial fibrillation that is not caused by a heart valve problem.Press Release,https://wayback.archive-it.org/7993/20161022052138/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=202155&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052138/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm333634.htm,
2012,38,Sirturo,bedaquiline,2012-12-28,As part of combination therapy to treat adults with multi-drug resistant pulmonary tuberculosis (TB) when other alternatives are not available.Press Release,https://wayback.archive-it.org/7993/20161022052138/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=204384&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052138/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm333695.htm,
2012,39,Fulyzaq,crofelemer,2012-12-31,"To treat HIV/AIDS patients whose diarrhea is not caused by an infection from a virus, bacteria, or parasite. Press Release",https://wayback.archive-it.org/7993/20161022052138/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=202292&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052138/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm333701.htm,
2013,1,Nesina,alogliptin,2013-01-25,To improve blood sugar control in adults with type 2 diabetes.Press Release,https://wayback.archive-it.org/7993/20161022052135/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=022271&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052135/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm336942.htm,
2013,2,Kynamro,mipomersen sodium,2013-01-29,To treat patients with a rare type of high cholesterol called homozygous familial hypercholesterolemia (HoFH). Press Release,https://wayback.archive-it.org/7993/20161022052135/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=203568&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052135/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm337195.htm,
2013,3,Pomalyst,pomalidomide,2013-02-08,To treat patients with multiple myeloma whose disease progressed after being treated with other cancer drugs.Press Release,https://wayback.archive-it.org/7993/20161022052135/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=204026&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052135/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm338895.htm,
2013,4,Kadcyla,ado-trastuzumab emtansine,2013-02-22,"For patients with HER2-positive, late-stage (metastatic) breast cancer.Press Release",https://wayback.archive-it.org/7993/20161022052135/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=125427&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052135/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm340704.htm,
2013,5,Osphena,ospemifene,2013-02-26,"To treat women experiencing moderate to severe dyspareunia (pain during sexual intercourse), a symptom of vulvar and vaginal atrophy due to menopause.Press Release",https://wayback.archive-it.org/7993/20161022052135/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=203505&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052135/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm341128.htm,
2013,6,Lymphoseek,technetium Tc 99m tilmanocept,2013-03-13,A radioactive diagnostic imaging agent that helps doctors locate lymph nodes in patients with breast cancer or melanoma who are undergoing surgery to remove tumor-draining lymph nodes.Press Release,https://wayback.archive-it.org/7993/20161022052135/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=202207&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052135/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm343525.htm,
2013,7,Dotarem,gadoterate meglumine,2013-03-20,"For use in magnetic resonance imaging (MRI) of the brain, spine and associated tissues of patients ages 2 years and older.Press Release",https://wayback.archive-it.org/7993/20161022052135/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=204781&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052135/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm344758.htm,
2013,8,Tecfidera,dimethyl fumarate,2013-03-27,To treat adults with relapsing forms of multiple sclerosis (MS).Press Release,https://wayback.archive-it.org/7993/20161022052135/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=204063&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052135/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm345528.htm,
2013,9,Invokana,canagliflozin,2013-03-29,"Used with diet and exercise, to improve glycemic control in adults with type 2 diabetes.Press Release",https://wayback.archive-it.org/7993/20161022052135/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=204042&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052135/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm345848.htm,
2013,10,Breo Ellipta,fluticasone furoate and vilanterol inhalation powder,2013-05-10,"For the long-term, once-daily, maintenance treatment of airflow obstruction in patients with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and/or emphysema.Press Release",https://wayback.archive-it.org/7993/20161022052135/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=204275&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052135/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm351664.htm,
2013,11,Xofigo,radium Ra 223 dichloride,2013-05-15,To treat men with symptomatic late-stage (metastatic) castration-resistant prostate cancer that has spread to bones but not to other organs.Press Release,https://wayback.archive-it.org/7993/20161022052135/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=203971&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052135/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm352363.htm,
2013,12,Tafinlar,dabrafenib,2013-05-29,To treat patients with melanoma whose tumors express the BRAF V600E gene mutation.Press Release,https://wayback.archive-it.org/7993/20161022052135/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=202806&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052135/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm354199.htm,
2013,13,Mekinist,trametinib,2013-05-29,To treat patients whose tumors express the BRAF V600E or V600K gene mutations. Press Release,https://wayback.archive-it.org/7993/20161022052135/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=204114&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052135/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm354199.htm,
2013,14,Gilotrif,afatinib,2013-07-12,"For patients with late stage (metastatic) non-small cell lung cancer (NSCLC) whose tumors express specific types of epidermal growth factor receptor (EGFR) gene mutations, as detected by an FDA-approved test. Press Release",https://wayback.archive-it.org/7993/20161022052135/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=201292&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052135/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm360499.htm,
2013,15,Tivicay,dolutegravir,2013-08-12,To treat HIV-1 infection.Press Release,https://wayback.archive-it.org/7993/20161022052135/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=204790&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052135/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm364744.htm,
2013,16,Brintellix,vortioxetine,2013-09-30,To treat adults with major depressive disorder.Press Release,https://wayback.archive-it.org/7993/20161022052135/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=204447&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052135/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm370416.htm,
2013,17,Duavee,conjugated estrogens/bazedoxifene,2013-10-03,To treat moderate-to-severe hot flashes (vasomotor symptoms) associated with menopause and to prevent osteoporosis after menopause.Web Posting,https://wayback.archive-it.org/7993/20161022052135/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=022247&SearchType=BasicSearch,,
2013,18,Adempas,riociguat,2013-10-08,To treat adults with two forms of pulmonary hypertension.Press Release,https://wayback.archive-it.org/7993/20161022052135/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=204819&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052135/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm370866.htm,
2013,19,Opsumit,macitentan,2013-10-18,"To treat adults with pulmonary arterial hypertension (PAH), a chronic, progressive and debilitating disease that can lead to death or the need for lung transplantation.Press Release",https://wayback.archive-it.org/7993/20161022052135/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=204410&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052135/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm371362.htm,
2013,20,Vizamyl,flutemetamol F 18 injection,2013-10-25,A radioactive diagnostic drug for use with positron emission tomography (PET) imaging of the brain in adults being evaluated for Alzheimer's disease (AD) and dementia.Press Release,https://wayback.archive-it.org/7993/20161022052135/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=203137&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052135/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm372261.htm,
2013,21,Gazyva,obinutuzumab,2013-11-01,For use in combination with chlorambucil to treat patients with previously untreated chronic lymphocytic leukemia (CLL).Press Release,https://wayback.archive-it.org/7993/20161022052135/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=125486&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052135/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm373209.htm,
2013,22,Aptiom,eslicarbazepine acetate,2013-11-08,As an add-on medication to treat seizures associated with epilepsy.Press Release,https://wayback.archive-it.org/7993/20161022052135/http://www.accessdata.fda.gov/scripts/cder/drugsatfda/index.cfm?fuseaction=Search.SearchAction&searchTerm=022416&SearchType=BasicSearch,https://wayback.archive-it.org//7993/20161022052135/http://www.fda.gov/NewsEvents/Newsroom/PressAnnouncements/ucm374358.htm,
